68779923_1_3240042497463101224.csv~Col4,http://dbpedia.org/ontology/governmentType,true
10630177_0_4831842476649004753.csv~Col2,http://www.w3.org/2000/01/rdf-schema#label,true
78891639_0_3299957631631122948.csv~Col3,http://dbpedia.org/ontology/populationTotal,true
25404227_0_2240631045609013057.csv~Col3,http://dbpedia.org/ontology/director,true
71840765_0_6664391841933033844.csv~Col2,http://dbpedia.org/ontology/elevation,true
52299421_0_4473286348258170200.csv~Col4,http://dbpedia.org/ontology/grossDomesticProduct,true
27466715_0_3913547177671701530.csv~Col2,http://dbpedia.org/ontology/developer,true
50245608_0_871275842592178099.csv~Col4,http://dbpedia.org/ontology/writer,true
26310680_0_5150772059999313798.csv~Col1,http://dbpedia.org/ontology/currency,true
57938705_0_8737506792349461963.csv~Col4,http://dbpedia.org/ontology/genre,true
78891639_0_3299957631631122948.csv~Col4,http://dbpedia.org/ontology/populationMetro,true
91474256_0_964747655387573523.csv~Col3,http://dbpedia.org/ontology/populationTotal,true
12271141_0_8517913935669973086.csv~Col2,http://dbpedia.org/ontology/industry,true
76836443_2_249332777049648171.csv~Col0,http://www.w3.org/2000/01/rdf-schema#label,true
78891639_0_3299957631631122948.csv~Col2,http://dbpedia.org/ontology/country,true
68779923_2_1000046510804975562.csv~Col4,http://dbpedia.org/ontology/governmentType,true
20135078_0_7570343137119682530.csv~Col3,http://dbpedia.org/ontology/director,true
28079336_1_3124145965038277571.csv~Col6,http://dbpedia.org/ontology/assets,true
57938705_0_8737506792349461963.csv~Col3,http://dbpedia.org/ontology/year,true
68779923_4_1832350971585698643.csv~Col5,http://dbpedia.org/ontology/language,true
29414811_2_4773219892816395776.csv~Col2,http://dbpedia.org/ontology/genre,true
86297395_0_6919201319699354263.csv~Col0,http://www.w3.org/2000/01/rdf-schema#label,true
98929678_0_3700213490979945526.csv~Col0,http://www.w3.org/2000/01/rdf-schema#label,true
39650055_5_7135804139753401681.csv~Col3,http://dbpedia.org/ontology/industry,true
68779923_1_3240042497463101224.csv~Col5,http://dbpedia.org/ontology/language,true
97941125_0_8220652154649529701.csv~Col2,http://dbpedia.org/ontology/currencyCode,true
28036255_0_5705563063166785494.csv~Col0,http://www.w3.org/2000/01/rdf-schema#label,true
53583534_0_503521622577229691.csv~Col1,http://www.w3.org/2000/01/rdf-schema#label,true
66009064_0_9148652238372261251.csv~Col2,http://dbpedia.org/ontology/team,true
12193237_0_8699643798888088574.csv~Col2,http://dbpedia.org/ontology/currency,true
47709681_0_4437772923903322343.csv~Col3,http://dbpedia.org/ontology/releaseDate,true
69881946_0_1105130426898457358.csv~Col2,http://dbpedia.org/ontology/releaseDate,true
24850757_0_5978004733768297283.csv~Col0,http://www.w3.org/2000/01/rdf-schema#label,true
49772588_0_6549847739640234347.csv~Col3,http://dbpedia.org/ontology/catholicPercentage,true
29412826_0_3422707769191426540.csv~Col0,http://www.w3.org/2000/01/rdf-schema#label,true
12271141_0_8517913935669973086.csv~Col0,http://www.w3.org/2000/01/rdf-schema#label,true
28079336_2_2139598421036200532.csv~Col3,http://dbpedia.org/ontology/industry,true
70404164_0_5498195978476333642.csv~Col4,http://dbpedia.org/ontology/populationMetro,true
27466715_0_3913547177671701530.csv~Col3,http://dbpedia.org/ontology/publisher,true
50245608_0_871275842592178099.csv~Col0,http://www.w3.org/2000/01/rdf-schema#label,true
27466715_0_3913547177671701530.csv~Col4,http://dbpedia.org/ontology/releaseDate,true
29886325_0_1448173912684571475.csv~Col4,http://dbpedia.org/ontology/populationMetro,true
33167985_0_5220049369716352813.csv~Col1,http://dbpedia.org/ontology/type,true
