"24142265_0_4577466141408796359.csv~Row35","http://dbpedia.org/resource/Kingdoms_of_Amalur:_Reckoning","TRUE"
"24142265_0_4577466141408796359.csv~Row36","http://dbpedia.org/resource/Team_Fortress_2","TRUE"
"24142265_0_4577466141408796359.csv~Row37","http://dbpedia.org/resource/Assassin's_Creed:_Revelations","TRUE"
"24142265_0_4577466141408796359.csv~Row38","http://dbpedia.org/resource/StarCraft_II:_Wings_of_Liberty","TRUE"
"24142265_0_4577466141408796359.csv~Row39","http://dbpedia.org/resource/Final_Fantasy_X","TRUE"
"24142265_0_4577466141408796359.csv~Row30","http://dbpedia.org/resource/Fallout:_New_Vegas","TRUE"
"24142265_0_4577466141408796359.csv~Row32","http://dbpedia.org/resource/Dark_Souls","TRUE"
"24142265_0_4577466141408796359.csv~Row31","http://dbpedia.org/resource/Gears_of_War_3","TRUE"
"24142265_0_4577466141408796359.csv~Row34","http://dbpedia.org/resource/WWE_'12","TRUE"
"24142265_0_4577466141408796359.csv~Row33","http://dbpedia.org/resource/Final_Fantasy_XII","TRUE"
"24142265_0_4577466141408796359.csv~Row48","http://dbpedia.org/resource/Battlefield_3","TRUE"
"24142265_0_4577466141408796359.csv~Row49","http://dbpedia.org/resource/Final_Fantasy_IX","TRUE"
"24142265_0_4577466141408796359.csv~Row46","http://dbpedia.org/resource/Final_Fantasy_VIII","TRUE"
"24142265_0_4577466141408796359.csv~Row47","http://dbpedia.org/resource/Gran_Turismo_5","TRUE"
"24142265_0_4577466141408796359.csv~Row41","http://dbpedia.org/resource/Naruto_Shippuden:_Ultimate_Ninja_Storm_Generations","TRUE"
"24142265_0_4577466141408796359.csv~Row40","http://dbpedia.org/resource/Twisted_Metal","TRUE"
"24142265_0_4577466141408796359.csv~Row45","http://dbpedia.org/resource/Battlefield_3","TRUE"
"24142265_0_4577466141408796359.csv~Row44","http://dbpedia.org/resource/Saints_Row:_The_Third","TRUE"
"24142265_0_4577466141408796359.csv~Row43","http://dbpedia.org/resource/Pok%C3%A9mon_FireRed_and_LeafGreen","TRUE"
